date,outlet,dish,quantity,channel
2025-06-30,Uptown,Spaghetti Bolognese,23,POS
2025-06-30,Uptown,Spaghetti Bolognese,9,Delivery
2025-06-30,Uptown,Fish Tacos,31,POS
2025-06-30,Uptown,Fish Tacos,11,Delivery
2025-06-30,Uptown,Fried Rice,38,POS
2025-06-30,Uptown,Fried Rice,14,Delivery
2025-06-30,Uptown,Ramen,39,POS
2025-06-30,Uptown,Ramen,16,Delivery
2025-06-30,Uptown,Grilled Chicken Plate,14,POS
2025-06-30,Uptown,Grilled Chicken Plate,6,Delivery
2025-06-30,Uptown,Caesar Wrap,16,POS
2025-06-30,Uptown,Caesar Wrap,6,Delivery
2025-06-30,Uptown,Margherita Pizza,24,POS
2025-06-30,Uptown,Margherita Pizza,9,Delivery
2025-06-30,Uptown,Pad Thai,24,POS
2025-06-30,Uptown,Pad Thai,9,Delivery
2025-06-30,Uptown,Beef Rice Bowl,33,POS
2025-06-30,Uptown,Beef Rice Bowl,12,Delivery
2025-06-30,Uptown,Mushroom Pizza,37,POS
2025-06-30,Uptown,Mushroom Pizza,14,Delivery
2025-06-30,Airport,Chicken Rice Bowl,15,POS
2025-06-30,Airport,Chicken Rice Bowl,6,Delivery
2025-06-30,Airport,Beef Burger,22,POS
2025-06-30,Airport,Beef Burger,9,Delivery
2025-06-30,Airport,Veggie Salad,28,POS
2025-06-30,Airport,Veggie Salad,11,Delivery
2025-06-30,Airport,Spaghetti Bolognese,39,POS
2025-06-30,Airport,Spaghetti Bolognese,14,Delivery
2025-06-30,Airport,Fish Tacos,34,POS
2025-06-30,Airport,Fish Tacos,14,Delivery
2025-06-30,Airport,Fried Rice,45,POS
2025-06-30,Airport,Fried Rice,19,Delivery
2025-06-30,Airport,Ramen,45,POS
2025-06-30,Airport,Ramen,17,Delivery
2025-06-30,Airport,Grilled Chicken Plate,20,POS
2025-06-30,Airport,Grilled Chicken Plate,8,Delivery
2025-06-30,Airport,Caesar Wrap,23,POS
2025-06-30,Airport,Caesar Wrap,10,Delivery
2025-06-30,Airport,Margherita Pizza,25,POS
2025-06-30,Airport,Margherita Pizza,10,Delivery
2025-06-30,Airport,Pad Thai,34,POS
2025-06-30,Airport,Pad Thai,14,Delivery
2025-06-30,Airport,Beef Rice Bowl,36,POS
2025-06-30,Airport,Beef Rice Bowl,13,Delivery
2025-06-30,Airport,Mushroom Pizza,52,POS
2025-06-30,Airport,Mushroom Pizza,19,Delivery
2025-07-01,Downtown,Chicken Rice Bowl,17,POS
2025-07-01,Downtown,Chicken Rice Bowl,6,Delivery
2025-07-01,Downtown,Beef Burger,19,POS
2025-07-01,Downtown,Beef Burger,8,Delivery
2025-07-01,Downtown,Veggie Salad,25,POS
2025-07-01,Downtown,Veggie Salad,10,Delivery
2025-07-01,Downtown,Spaghetti Bolognese,25,POS
2025-07-01,Downtown,Spaghetti Bolognese,11,Delivery
2025-07-01,Downtown,Fish Tacos,32,POS
2025-07-01,Downtown,Fish Tacos,14,Delivery
2025-07-01,Downtown,Fried Rice,38,POS
2025-07-01,Downtown,Fried Rice,17,Delivery
2025-07-01,Downtown,Ramen,40,POS
2025-07-01,Downtown,Ramen,16,Delivery
2025-07-01,Downtown,Grilled Chicken Plate,16,POS
2025-07-01,Downtown,Grilled Chicken Plate,6,Delivery
2025-07-01,Downtown,Caesar Wrap,19,POS
2025-07-01,Downtown,Caesar Wrap,7,Delivery
2025-07-01,Downtown,Margherita Pizza,20,POS
2025-07-01,Downtown,Margherita Pizza,9,Delivery
2025-07-01,Downtown,Pad Thai,32,POS
2025-07-01,Downtown,Pad Thai,11,Delivery
2025-07-01,Downtown,Beef Rice Bowl,30,POS
2025-07-01,Downtown,Beef Rice Bowl,11,Delivery
2025-07-01,Downtown,Mushroom Pizza,35,POS
2025-07-01,Downtown,Mushroom Pizza,13,Delivery
2025-07-01,Marina,Chicken Rice Bowl,14,POS
2025-07-01,Marina,Chicken Rice Bowl,5,Delivery
2025-07-01,Marina,Beef Burger,18,POS
2025-07-01,Marina,Beef Burger,7,Delivery
2025-07-01,Marina,Veggie Salad,28,POS
2025-07-01,Marina,Veggie Salad,10,Delivery
2025-07-01,Marina,Spaghetti Bolognese,29,POS
2025-07-01,Marina,Spaghetti Bolognese,9,Delivery
2025-07-01,Marina,Fish Tacos,32,POS
2025-07-01,Marina,Fish Tacos,11,Delivery
2025-07-01,Marina,Fried Rice,37,POS
2025-07-01,Marina,Fried Rice,13,Delivery
2025-07-01,Marina,Ramen,36,POS
2025-07-01,Marina,Ramen,15,Delivery
2025-07-01,Marina,Grilled Chicken Plate,14,POS
2025-07-01,Marina,Grilled Chicken Plate,6,Delivery
2025-07-01,Marina,Caesar Wrap,23,POS
2025-07-01,Marina,Caesar Wrap,9,Delivery
2025-07-01,Marina,Margherita Pizza,24,POS
2025-07-01,Marina,Margherita Pizza,10,Delivery
2025-07-01,Marina,Pad Thai,31,POS
2025-07-01,Marina,Pad Thai,11,Delivery
2025-07-01,Marina,Beef Rice Bowl,32,POS
2025-07-01,Marina,Beef Rice Bowl,12,Delivery
2025-07-01,Marina,Mushroom Pizza,31,POS
2025-07-01,Marina,Mushroom Pizza,12,Delivery
2025-07-01,Uptown,Chicken Rice Bowl,13,POS
2025-07-01,Uptown,Chicken Rice Bowl,6,Delivery
2025-07-01,Uptown,Beef Burger,19,POS
2025-07-01,Uptown,Beef Burger,7,Delivery
2025-07-01,Uptown,Veggie Salad,22,POS
2025-07-01,Uptown,Veggie Salad,8,Delivery
2025-07-01,Uptown,Spaghetti Bolognese,26,POS
2025-07-01,Uptown,Spaghetti Bolognese,10,Delivery
2025-07-01,Uptown,Fish Tacos,27,POS
2025-07-01,Uptown,Fish Tacos,11,Delivery
2025-07-01,Uptown,Fried Rice,29,POS
2025-07-01,Uptown,Fried Rice,11,Delivery
2025-07-01,Uptown,Ramen,38,POS
2025-07-01,Uptown,Ramen,15,Delivery
2025-07-01,Uptown,Grilled Chicken Plate,13,POS
2025-07-01,Uptown,Grilled Chicken Plate,5,Delivery
2025-07-01,Uptown,Caesar Wrap,16,POS
2025-07-01,Uptown,Caesar Wrap,6,Delivery
2025-07-01,Uptown,Margherita Pizza,20,POS
2025-07-01,Uptown,Margherita Pizza,8,Delivery
2025-07-01,Uptown,Pad Thai,26,POS
2025-07-01,Uptown,Pad Thai,10,Delivery
2025-07-01,Uptown,Beef Rice Bowl,31,POS
2025-07-01,Uptown,Beef Rice Bowl,13,Delivery
2025-07-01,Uptown,Mushroom Pizza,29,POS
2025-07-01,Uptown,Mushroom Pizza,12,Delivery
2025-07-01,Airport,Chicken Rice Bowl,22,POS
2025-07-01,Airport,Chicken Rice Bowl,8,Delivery
2025-07-01,Airport,Beef Burger,28,POS
2025-07-01,Airport,Beef Burger,12,Delivery
2025-07-01,Airport,Veggie Salad,30,POS
2025-07-01,Airport,Veggie Salad,13,Delivery
2025-07-01,Airport,Spaghetti Bolognese,32,POS
2025-07-01,Airport,Spaghetti Bolognese,13,Delivery
2025-07-01,Airport,Fish Tacos,37,POS
2025-07-01,Airport,Fish Tacos,16,Delivery
2025-07-01,Airport,Fried Rice,51,POS
2025-07-01,Airport,Fried Rice,22,Delivery
2025-07-01,Airport,Ramen,54,POS
2025-07-01,Airport,Ramen,21,Delivery
2025-07-01,Airport,Grilled Chicken Plate,22,POS
2025-07-01,Airport,Grilled Chicken Plate,8,Delivery
2025-07-01,Airport,Caesar Wrap,24,POS
2025-07-01,Airport,Caesar Wrap,8,Delivery
2025-07-01,Airport,Margherita Pizza,34,POS
2025-07-01,Airport,Margherita Pizza,13,Delivery
2025-07-01,Airport,Pad Thai,37,POS
2025-07-01,Airport,Pad Thai,14,Delivery
2025-07-01,Airport,Beef Rice Bowl,42,POS
2025-07-01,Airport,Beef Rice Bowl,17,Delivery
2025-07-01,Airport,Mushroom Pizza,49,POS
2025-07-01,Airport,Mushroom Pizza,18,Delivery
2025-07-02,Downtown,Chicken Rice Bowl,21,POS
2025-07-02,Downtown,Chicken Rice Bowl,8,Delivery
2025-07-02,Downtown,Beef Burger,24,POS
2025-07-02,Downtown,Beef Burger,9,Delivery
2025-07-02,Downtown,Veggie Salad,30,POS
2025-07-02,Downtown,Veggie Salad,12,Delivery
2025-07-02,Downtown,Spaghetti Bolognese,35,POS
2025-07-02,Downtown,Spaghetti Bolognese,14,Delivery
2025-07-02,Downtown,Fish Tacos,37,POS
2025-07-02,Downtown,Fish Tacos,13,Delivery
2025-07-02,Downtown,Fried Rice,40,POS
2025-07-02,Downtown,Fried Rice,18,Delivery
2025-07-02,Downtown,Ramen,50,POS
2025-07-02,Downtown,Ramen,18,Delivery
2025-07-02,Downtown,Grilled Chicken Plate,21,POS
2025-07-02,Downtown,Grilled Chicken Plate,7,Delivery
2025-07-02,Downtown,Caesar Wrap,28,POS
2025-07-02,Downtown,Caesar Wrap,12,Delivery
2025-07-02,Downtown,Margherita Pizza,30,POS
2025-07-02,Downtown,Margherita Pizza,11,Delivery
2025-07-02,Downtown,Pad Thai,35,POS
2025-07-02,Downtown,Pad Thai,14,Delivery
2025-07-02,Downtown,Beef Rice Bowl,37,POS
2025-07-02,Downtown,Beef Rice Bowl,16,Delivery
2025-07-02,Downtown,Mushroom Pizza,44,POS
2025-07-02,Downtown,Mushroom Pizza,17,Delivery
2025-07-02,Marina,Chicken Rice Bowl,15,POS
2025-07-02,Marina,Chicken Rice Bowl,6,Delivery
2025-07-02,Marina,Beef Burger,19,POS
2025-07-02,Marina,Beef Burger,8,Delivery
2025-07-02,Marina,Veggie Salad,20,POS
2025-07-02,Marina,Veggie Salad,8,Delivery
2025-07-02,Marina,Spaghetti Bolognese,26,POS
2025-07-02,Marina,Spaghetti Bolognese,11,Delivery
2025-07-02,Marina,Fish Tacos,34,POS
2025-07-02,Marina,Fish Tacos,13,Delivery
2025-07-02,Marina,Fried Rice,31,POS
2025-07-02,Marina,Fried Rice,13,Delivery
2025-07-02,Marina,Ramen,41,POS
2025-07-02,Marina,Ramen,17,Delivery
2025-07-02,Marina,Grilled Chicken Plate,16,POS
2025-07-02,Marina,Grilled Chicken Plate,6,Delivery
2025-07-02,Marina,Caesar Wrap,20,POS
2025-07-02,Marina,Caesar Wrap,8,Delivery
2025-07-02,Marina,Margherita Pizza,23,POS
2025-07-02,Marina,Margherita Pizza,9,Delivery
2025-07-02,Marina,Pad Thai,32,POS
2025-07-02,Marina,Pad Thai,12,Delivery
2025-07-02,Marina,Beef Rice Bowl,35,POS
2025-07-02,Marina,Beef Rice Bowl,14,Delivery
2025-07-02,Marina,Mushroom Pizza,35,POS
2025-07-02,Marina,Mushroom Pizza,15,Delivery
2025-07-02,Uptown,Chicken Rice Bowl,10,POS
2025-07-02,Uptown,Chicken Rice Bowl,4,Delivery
2025-07-02,Uptown,Beef Burger,16,POS
2025-07-02,Uptown,Beef Burger,6,Delivery
2025-07-02,Uptown,Veggie Salad,22,POS
2025-07-02,Uptown,Veggie Salad,8,Delivery
2025-07-02,Uptown,Spaghetti Bolognese,25,POS
2025-07-02,Uptown,Spaghetti Bolognese,9,Delivery
2025-07-02,Uptown,Fish Tacos,25,POS
2025-07-02,Uptown,Fish Tacos,9,Delivery
2025-07-02,Uptown,Fried Rice,31,POS
2025-07-02,Uptown,Fried Rice,12,Delivery
2025-07-02,Uptown,Ramen,31,POS
2025-07-02,Uptown,Ramen,12,Delivery
2025-07-02,Uptown,Grilled Chicken Plate,12,POS
2025-07-02,Uptown,Grilled Chicken Plate,6,Delivery
2025-07-02,Uptown,Caesar Wrap,14,POS
2025-07-02,Uptown,Caesar Wrap,5,Delivery
2025-07-02,Uptown,Margherita Pizza,22,POS
2025-07-02,Uptown,Margherita Pizza,8,Delivery
2025-07-02,Uptown,Pad Thai,25,POS
2025-07-02,Uptown,Pad Thai,9,Delivery
2025-07-02,Uptown,Beef Rice Bowl,23,POS
2025-07-02,Uptown,Beef Rice Bowl,9,Delivery
2025-07-02,Uptown,Mushroom Pizza,32,POS
2025-07-02,Uptown,Mushroom Pizza,12,Delivery
2025-07-02,Airport,Chicken Rice Bowl,17,POS
2025-07-02,Airport,Chicken Rice Bowl,6,Delivery
2025-07-02,Airport,Beef Burger,21,POS
2025-07-02,Airport,Beef Burger,8,Delivery
2025-07-02,Airport,Veggie Salad,26,POS
2025-07-02,Airport,Veggie Salad,9,Delivery
2025-07-02,Airport,Spaghetti Bolognese,39,POS
2025-07-02,Airport,Spaghetti Bolognese,13,Delivery
2025-07-02,Airport,Fish Tacos,40,POS
2025-07-02,Airport,Fish Tacos,14,Delivery
2025-07-02,Airport,Fried Rice,44,POS
2025-07-02,Airport,Fried Rice,19,Delivery
2025-07-02,Airport,Ramen,40,POS
2025-07-02,Airport,Ramen,16,Delivery
2025-07-02,Airport,Grilled Chicken Plate,16,POS
2025-07-02,Airport,Grilled Chicken Plate,6,Delivery
2025-07-02,Airport,Caesar Wrap,19,POS
2025-07-02,Airport,Caesar Wrap,8,Delivery
2025-07-02,Airport,Margherita Pizza,28,POS
2025-07-02,Airport,Margherita Pizza,10,Delivery
2025-07-02,Airport,Pad Thai,33,POS
2025-07-02,Airport,Pad Thai,12,Delivery
2025-07-02,Airport,Beef Rice Bowl,31,POS
2025-07-02,Airport,Beef Rice Bowl,14,Delivery
2025-07-02,Airport,Mushroom Pizza,44,POS
2025-07-02,Airport,Mushroom Pizza,17,Delivery
2025-07-03,Downtown,Chicken Rice Bowl,18,POS
2025-07-03,Downtown,Chicken Rice Bowl,7,Delivery
2025-07-03,Downtown,Beef Burger,25,POS
2025-07-03,Downtown,Beef Burger,9,Delivery
2025-07-03,Downtown,Veggie Salad,24,POS
2025-07-03,Downtown,Veggie Salad,9,Delivery
2025-07-03,Downtown,Spaghetti Bolognese,34,POS
2025-07-03,Downtown,Spaghetti Bolognese,12,Delivery
2025-07-03,Downtown,Fish Tacos,36,POS
2025-07-03,Downtown,Fish Tacos,14,Delivery
2025-07-03,Downtown,Fried Rice,41,POS
2025-07-03,Downtown,Fried Rice,18,Delivery
2025-07-03,Downtown,Ramen,43,POS
2025-07-03,Downtown,Ramen,18,Delivery
2025-07-03,Downtown,Caesar Wrap,21,POS
2025-07-03,Downtown,Caesar Wrap,7,Delivery
2025-07-03,Downtown,Margherita Pizza,25,POS
2025-07-03,Downtown,Margherita Pizza,10,Delivery
2025-07-03,Downtown,Beef Rice Bowl,39,POS
2025-07-03,Downtown,Beef Rice Bowl,16,Delivery
2025-07-03,Downtown,Mushroom Pizza,44,POS
2025-07-03,Downtown,Mushroom Pizza,18,Delivery
2025-07-03,Marina,Chicken Rice Bowl,16,POS
2025-07-03,Marina,Chicken Rice Bowl,7,Delivery
2025-07-03,Marina,Beef Burger,21,POS
2025-07-03,Marina,Beef Burger,9,Delivery
2025-07-03,Marina,Veggie Salad,28,POS
2025-07-03,Marina,Veggie Salad,11,Delivery
2025-07-03,Marina,Spaghetti Bolognese,32,POS
2025-07-03,Marina,Spaghetti Bolognese,12,Delivery
2025-07-03,Marina,Fish Tacos,33,POS
2025-07-03,Marina,Fish Tacos,12,Delivery
2025-07-03,Marina,Fried Rice,50,POS
2025-07-03,Marina,Fried Rice,20,Delivery
2025-07-03,Marina,Ramen,41,POS
2025-07-03,Marina,Ramen,16,Delivery
2025-07-03,Marina,Grilled Chicken Plate,18,POS
2025-07-03,Marina,Grilled Chicken Plate,8,Delivery
2025-07-03,Marina,Caesar Wrap,17,POS
2025-07-03,Marina,Caesar Wrap,8,Delivery
2025-07-03,Marina,Margherita Pizza,27,POS
2025-07-03,Marina,Margherita Pizza,10,Delivery
2025-07-03,Marina,Pad Thai,28,POS
2025-07-03,Marina,Pad Thai,12,Delivery
2025-07-03,Marina,Beef Rice Bowl,37,POS
2025-07-03,Marina,Beef Rice Bowl,16,Delivery
2025-07-03,Marina,Mushroom Pizza,37,POS
2025-07-03,Marina,Mushroom Pizza,14,Delivery
2025-07-03,Uptown,Chicken Rice Bowl,14,POS
2025-07-03,Uptown,Chicken Rice Bowl,5,Delivery
2025-07-03,Uptown,Beef Burger,18,POS
2025-07-03,Uptown,Beef Burger,6,Delivery
2025-07-03,Uptown,Veggie Salad,21,POS
2025-07-03,Uptown,Veggie Salad,9,Delivery
2025-07-03,Uptown,Spaghetti Bolognese,21,POS
2025-07-03,Uptown,Spaghetti Bolognese,8,Delivery
2025-07-03,Uptown,Fish Tacos,29,POS
2025-07-03,Uptown,Fish Tacos,12,Delivery
2025-07-03,Uptown,Fried Rice,32,POS
2025-07-03,Uptown,Fried Rice,14,Delivery
2025-07-03,Uptown,Ramen,30,POS
2025-07-03,Uptown,Ramen,12,Delivery
2025-07-03,Uptown,Grilled Chicken Plate,14,POS
2025-07-03,Uptown,Grilled Chicken Plate,6,Delivery
2025-07-03,Uptown,Caesar Wrap,17,POS
2025-07-03,Uptown,Caesar Wrap,6,Delivery
2025-07-03,Uptown,Margherita Pizza,25,POS
2025-07-03,Uptown,Margherita Pizza,8,Delivery
2025-07-03,Uptown,Pad Thai,27,POS
2025-07-03,Uptown,Pad Thai,10,Delivery
2025-07-03,Uptown,Beef Rice Bowl,29,POS
2025-07-03,Uptown,Beef Rice Bowl,11,Delivery
2025-07-03,Uptown,Mushroom Pizza,31,POS
2025-07-03,Uptown,Mushroom Pizza,11,Delivery
2025-07-03,Airport,Chicken Rice Bowl,23,POS
2025-07-03,Airport,Chicken Rice Bowl,9,Delivery
2025-07-03,Airport,Beef Burger,23,POS
2025-07-03,Airport,Beef Burger,9,Delivery
2025-07-03,Airport,Veggie Salad,34,POS
2025-07-03,Airport,Veggie Salad,12,Delivery
2025-07-03,Airport,Spaghetti Bolognese,40,POS
2025-07-03,Airport,Spaghetti Bolognese,15,Delivery
2025-07-03,Airport,Fish Tacos,38,POS
2025-07-03,Airport,Fish Tacos,16,Delivery
2025-07-03,Airport,Fried Rice,43,POS
2025-07-03,Airport,Fried Rice,19,Delivery
2025-07-03,Airport,Ramen,55,POS
2025-07-03,Airport,Ramen,20,Delivery
2025-07-03,Airport,Grilled Chicken Plate,16,POS
2025-07-03,Airport,Grilled Chicken Plate,7,Delivery
2025-07-03,Airport,Caesar Wrap,22,POS
2025-07-03,Airport,Caesar Wrap,9,Delivery
2025-07-03,Airport,Margherita Pizza,34,POS
2025-07-03,Airport,Margherita Pizza,13,Delivery
2025-07-03,Airport,Pad Thai,32,POS
2025-07-03,Airport,Pad Thai,14,Delivery
2025-07-03,Airport,Beef Rice Bowl,49,POS
2025-07-03,Airport,Beef Rice Bowl,16,Delivery
2025-07-03,Airport,Mushroom Pizza,44,POS
2025-07-03,Airport,Mushroom Pizza,17,Delivery
2025-07-04,Downtown,Chicken Rice Bowl,22,POS
2025-07-04,Downtown,Chicken Rice Bowl,9,Delivery
2025-07-04,Downtown,Beef Burger,25,POS
2025-07-04,Downtown,Beef Burger,10,Delivery
2025-07-04,Downtown,Veggie Salad,34,POS
2025-07-04,Downtown,Veggie Salad,14,Delivery
2025-07-04,Downtown,Spaghetti Bolognese,43,POS
2025-07-04,Downtown,Spaghetti Bolognese,17,Delivery
2025-07-04,Downtown,Fried Rice,51,POS
2025-07-04,Downtown,Fried Rice,19,Delivery
2025-07-04,Downtown,Ramen,63,POS
2025-07-04,Downtown,Ramen,27,Delivery
2025-07-04,Downtown,Grilled Chicken Plate,23,POS
2025-07-04,Downtown,Grilled Chicken Plate,8,Delivery
2025-07-04,Downtown,Caesar Wrap,28,POS
2025-07-04,Downtown,Caesar Wrap,11,Delivery
2025-07-04,Downtown,Margherita Pizza,35,POS
2025-07-04,Downtown,Margherita Pizza,13,Delivery
2025-07-04,Downtown,Pad Thai,41,POS
2025-07-04,Downtown,Pad Thai,17,Delivery
2025-07-04,Downtown,Beef Rice Bowl,50,POS
2025-07-04,Downtown,Beef Rice Bowl,20,Delivery
2025-07-04,Marina,Chicken Rice Bowl,18,POS
2025-07-04,Marina,Chicken Rice Bowl,7,Delivery
2025-07-04,Marina,Beef Burger,25,POS
2025-07-04,Marina,Beef Burger,11,Delivery
2025-07-04,Marina,Veggie Salad,32,POS
2025-07-04,Marina,Veggie Salad,11,Delivery
2025-07-04,Marina,Spaghetti Bolognese,41,POS
2025-07-04,Marina,Spaghetti Bolognese,16,Delivery
2025-07-04,Marina,Fish Tacos,42,POS
2025-07-04,Marina,Fish Tacos,15,Delivery
2025-07-04,Marina,Fried Rice,39,POS
2025-07-04,Marina,Fried Rice,17,Delivery
2025-07-04,Marina,Ramen,45,POS
2025-07-04,Marina,Ramen,19,Delivery
2025-07-04,Marina,Grilled Chicken Plate,18,POS
2025-07-04,Marina,Grilled Chicken Plate,7,Delivery
2025-07-04,Marina,Caesar Wrap,26,POS
2025-07-04,Marina,Caesar Wrap,9,Delivery
2025-07-04,Marina,Margherita Pizza,33,POS
2025-07-04,Marina,Margherita Pizza,12,Delivery
2025-07-04,Marina,Pad Thai,34,POS
2025-07-04,Marina,Pad Thai,13,Delivery
2025-07-04,Marina,Beef Rice Bowl,46,POS
2025-07-04,Marina,Beef Rice Bowl,17,Delivery
2025-07-04,Marina,Mushroom Pizza,43,POS
2025-07-04,Marina,Mushroom Pizza,17,Delivery
2025-07-04,Uptown,Chicken Rice Bowl,22,POS
2025-07-04,Uptown,Chicken Rice Bowl,9,Delivery
2025-07-04,Uptown,Beef Burger,24,POS
2025-07-04,Uptown,Beef Burger,8,Delivery
2025-07-04,Uptown,Veggie Salad,31,POS
2025-07-04,Uptown,Veggie Salad,12,Delivery
2025-07-04,Uptown,Spaghetti Bolognese,40,POS
2025-07-04,Uptown,Spaghetti Bolognese,15,Delivery
2025-07-04,Uptown,Fish Tacos,41,POS
2025-07-04,Uptown,Fish Tacos,15,Delivery
2025-07-04,Uptown,Fried Rice,45,POS
2025-07-04,Uptown,Fried Rice,20,Delivery
2025-07-04,Uptown,Ramen,48,POS
2025-07-04,Uptown,Ramen,17,Delivery
2025-07-04,Uptown,Grilled Chicken Plate,23,POS
2025-07-04,Uptown,Grilled Chicken Plate,8,Delivery
2025-07-04,Uptown,Caesar Wrap,21,POS
2025-07-04,Uptown,Caesar Wrap,9,Delivery
2025-07-04,Uptown,Margherita Pizza,30,POS
2025-07-04,Uptown,Margherita Pizza,13,Delivery
2025-07-04,Uptown,Pad Thai,42,POS
2025-07-04,Uptown,Pad Thai,16,Delivery
2025-07-04,Uptown,Beef Rice Bowl,36,POS
2025-07-04,Uptown,Beef Rice Bowl,15,Delivery
2025-07-04,Uptown,Mushroom Pizza,44,POS
2025-07-04,Uptown,Mushroom Pizza,19,Delivery
2025-07-04,Airport,Chicken Rice Bowl,25,POS
2025-07-04,Airport,Chicken Rice Bowl,10,Delivery
2025-07-04,Airport,Beef Burger,32,POS
2025-07-04,Airport,Beef Burger,11,Delivery
2025-07-04,Airport,Veggie Salad,35,POS
2025-07-04,Airport,Veggie Salad,12,Delivery
2025-07-04,Airport,Spaghetti Bolognese,47,POS
2025-07-04,Airport,Spaghetti Bolognese,18,Delivery
2025-07-04,Airport,Fish Tacos,49,POS
2025-07-04,Airport,Fish Tacos,20,Delivery
2025-07-04,Airport,Fried Rice,58,POS
2025-07-04,Airport,Fried Rice,21,Delivery
2025-07-04,Airport,Ramen,60,POS
2025-07-04,Airport,Ramen,26,Delivery
2025-07-04,Airport,Grilled Chicken Plate,22,POS
2025-07-04,Airport,Grilled Chicken Plate,9,Delivery
2025-07-04,Airport,Caesar Wrap,29,POS
2025-07-04,Airport,Caesar Wrap,12,Delivery
2025-07-04,Airport,Margherita Pizza,35,POS
2025-07-04,Airport,Margherita Pizza,14,Delivery
2025-07-04,Airport,Pad Thai,40,POS
2025-07-04,Airport,Pad Thai,13,Delivery
2025-07-04,Airport,Beef Rice Bowl,57,POS
2025-07-04,Airport,Beef Rice Bowl,19,Delivery
2025-07-04,Airport,Mushroom Pizza,47,POS
2025-07-04,Airport,Mushroom Pizza,19,Delivery
2025-07-05,Downtown,Chicken Rice Bowl,23,POS
2025-07-05,Downtown,Chicken Rice Bowl,10,Delivery
2025-07-05,Downtown,Beef Burger,28,POS
2025-07-05,Downtown,Beef Burger,11,Delivery
2025-07-05,Downtown,Veggie Salad,32,POS
2025-07-05,Downtown,Veggie Salad,14,Delivery
2025-07-05,Downtown,Spaghetti Bolognese,44,POS
2025-07-05,Downtown,Spaghetti Bolognese,14,Delivery
2025-07-05,Downtown,Fish Tacos,43,POS
2025-07-05,Downtown,Fish Tacos,17,Delivery
2025-07-05,Downtown,Fried Rice,50,POS
2025-07-05,Downtown,Fried Rice,19,Delivery
2025-07-05,Downtown,Ramen,59,POS
2025-07-05,Downtown,Ramen,23,Delivery
2025-07-05,Downtown,Grilled Chicken Plate,16,POS
2025-07-05,Downtown,Grilled Chicken Plate,6,Delivery
2025-07-05,Downtown,Caesar Wrap,30,POS
2025-07-05,Downtown,Caesar Wrap,11,Delivery
2025-07-05,Downtown,Margherita Pizza,31,POS
2025-07-05,Downtown,Margherita Pizza,12,Delivery
2025-07-05,Downtown,Pad Thai,44,POS
2025-07-05,Downtown,Pad Thai,17,Delivery
2025-07-05,Downtown,Beef Rice Bowl,44,POS
2025-07-05,Downtown,Beef Rice Bowl,18,Delivery
2025-07-05,Downtown,Mushroom Pizza,48,POS
2025-07-05,Downtown,Mushroom Pizza,18,Delivery
2025-07-05,Marina,Chicken Rice Bowl,20,POS
2025-07-05,Marina,Chicken Rice Bowl,7,Delivery
2025-07-05,Marina,Beef Burger,31,POS
2025-07-05,Marina,Beef Burger,11,Delivery
2025-07-05,Marina,Veggie Salad,35,POS
2025-07-05,Marina,Veggie Salad,14,Delivery
2025-07-05,Marina,Spaghetti Bolognese,43,POS
2025-07-05,Marina,Spaghetti Bolognese,17,Delivery
2025-07-05,Marina,Fish Tacos,43,POS
2025-07-05,Marina,Fish Tacos,17,Delivery
2025-07-05,Marina,Fried Rice,40,POS
2025-07-05,Marina,Fried Rice,18,Delivery
2025-07-05,Marina,Grilled Chicken Plate,23,POS
2025-07-05,Marina,Grilled Chicken Plate,10,Delivery
2025-07-05,Marina,Caesar Wrap,22,POS
2025-07-05,Marina,Caesar Wrap,9,Delivery
2025-07-05,Marina,Margherita Pizza,34,POS
2025-07-05,Marina,Margherita Pizza,13,Delivery
2025-07-05,Marina,Pad Thai,35,POS
2025-07-05,Marina,Pad Thai,12,Delivery
2025-07-05,Marina,Beef Rice Bowl,45,POS
2025-07-05,Marina,Beef Rice Bowl,20,Delivery
2025-07-05,Marina,Mushroom Pizza,53,POS
2025-07-05,Marina,Mushroom Pizza,17,Delivery
2025-07-05,Uptown,Chicken Rice Bowl,18,POS
2025-07-05,Uptown,Chicken Rice Bowl,8,Delivery
2025-07-05,Uptown,Veggie Salad,27,POS
2025-07-05,Uptown,Veggie Salad,12,Delivery
2025-07-05,Uptown,Spaghetti Bolognese,40,POS
2025-07-05,Uptown,Spaghetti Bolognese,13,Delivery
2025-07-05,Uptown,Fish Tacos,39,POS
2025-07-05,Uptown,Fish Tacos,17,Delivery
2025-07-05,Uptown,Fried Rice,46,POS
2025-07-05,Uptown,Fried Rice,17,Delivery
2025-07-05,Uptown,Ramen,44,POS
2025-07-05,Uptown,Ramen,19,Delivery
2025-07-05,Uptown,Grilled Chicken Plate,22,POS
2025-07-05,Uptown,Grilled Chicken Plate,7,Delivery
2025-07-05,Uptown,Caesar Wrap,22,POS
2025-07-05,Uptown,Caesar Wrap,8,Delivery
2025-07-05,Uptown,Margherita Pizza,23,POS
2025-07-05,Uptown,Margherita Pizza,10,Delivery
2025-07-05,Uptown,Pad Thai,30,POS
2025-07-05,Uptown,Pad Thai,14,Delivery
2025-07-05,Uptown,Beef Rice Bowl,37,POS
2025-07-05,Uptown,Beef Rice Bowl,13,Delivery
2025-07-05,Uptown,Mushroom Pizza,39,POS
